variable,n_samples,r2_v267,r2_v214,r2_v267_se,r2_v214_se,r2_v267_ci_low,r2_v267_ci_high,r2_v214_ci_low,r2_v214_ci_high
IW: K (mM) 769.9 nm ICPAES ,183,0.6221810288002834,0.7849998928125019,0.044060213195807704,0.028162935851369416,0.5358230109365003,0.7085390466640664,0.7298005385438179,0.840199247081186
IW: K (mM) IC ,1578,0.5448773600661848,0.5748931341812313,0.016914311236086634,0.016228118729136667,0.511725310043455,0.5780294100889146,0.5430860214721235,0.6067002468903392
IW: K (mM) ICPAES ,278,0.0179092112200461,0.1602953355018349,0.015765126674397348,0.04032687840900368,-0.012990437061772702,0.04880885950186491,0.08125465382018768,0.2393360171834821
IW: K 766.491 nm ICPAES ,103,0.574963094642901,0.5786751401841852,0.0635123246471091,0.0631605467795378,0.45047893833456715,0.6994472509512348,0.45488046849629116,0.7024698118720792
IW: K 766.5 nm ICPAES ,178,-0.5066353059839945,-0.10667100794681,0.014840727442118057,0.014840727442118057,-0.535723131770546,-0.47754748019744314,-0.1357588337333614,-0.07758318216025861
IW: K 769.9 nm ICPAES ,250,0.4230654449482035,0.6733848501688653,0.04746683995593247,0.033902208256516936,0.3300304386345758,0.5161004512618311,0.606936521986092,0.7398331783516385
IW: Li (uM) 670.783 nm ICPAES ,118,0.5602706909065103,0.4946897763824616,0.06060010232498639,0.06543551798882524,0.44149449034953697,0.6790468914634836,0.3664361611243641,0.6229433916405591
IW: Li (uM) 670.8 nm ICPAES ,469,0.4998604783433386,0.628228431600869,0.032655711376866944,0.027213132832933275,0.4358552840446794,0.5638656726419978,0.5748906912483198,0.6815661719534183
IW: Li (uM) ICPAES ,299,0.0593106230296096,0.1389625316067523,0.026497621011584226,0.03712490154585772,0.007375285846904521,0.11124596021231467,0.06619772457687115,0.21172733863663343
IW: Li 670.8 nm ICPAES ,311,-0.1041544369652287,0.0889129075443116,0.011227549947050105,0.030810028587164126,-0.1261604348614469,-0.0821484390690105,0.028525251513469907,0.14930056357515328
IW: Mg (mM) 277.983 nm ICPAES ,111,0.0635607046972246,0.1475316197834425,0.04481696961457363,0.06215689918082947,-0.024280555747339727,0.1514019651417889,0.025704097389016745,0.26935914217786827
IW: Mg (mM) 279.6 nm ICPAES ,182,0.4060970991384993,0.6594058306937509,0.05610798753471132,0.04100227009055465,0.2961254435704651,0.5160687547065335,0.5790413813162638,0.739770280071238
IW: Mg (mM) 280.3 nm ICPAES ,182,0.4224823908609847,0.6541200831261635,0.055649829572256865,0.041471370647809404,0.3134087248993613,0.5315560568226082,0.5728361966564571,0.73540396959587
IW: Mg (mM) IC ,1649,0.2917850382385804,0.3793943844284214,0.0188415347111033,0.01882698679732985,0.2548556302048179,0.32871444627234286,0.3424934903056549,0.41629527855118786
IW: Mg (mM) ICPAES ,278,0.0474370182655332,0.1167336389526414,0.024886280347914947,0.03619906061446228,-0.001340091216380096,0.09621412774744649,0.045783480148295336,0.18768379775698746
IW: Mg 279.6 nm ICPAES ,116,-0.1642288227275523,-0.0929006105447014,0.018383838479528136,0.018383838479528136,-0.20026114614742743,-0.12819649930767715,-0.12893293396457656,-0.05686828712482626
IW: Mg 280.3 nm ICPAES ,141,0.1905714000478081,0.2351897338243107,0.05951519310907069,0.06247170061591629,0.07392162155402954,0.30722117854158665,0.11274520061711477,0.3576342670315066
IW: Mg 285.2 nm ICPAES ,250,0.3879273479714199,0.5754878227028224,0.04822121682840412,0.04073504619931263,0.29341376298774785,0.482440932955092,0.4956471321521696,0.6553285132534752
IW: Mn (uM) 257.6 nm ICPAES ,477,0.2844726889142261,0.5101246336254447,0.03494759628907551,0.03204015108812121,0.2159754001876381,0.3529699776408141,0.44732593749272714,0.5729233297581623
IW: Mn (uM) 259.4 nm ICPAES ,110,0.6026497528253264,0.8561960435051739,0.05882197902834577,0.025374126250888,0.4873586739297687,0.7179408317208841,0.8064627560534334,0.9059293309569143
IW: Mn (uM) ICPAES ,322,-0.0464100167897736,0.041192913217492,0.011034108608991986,0.02168925069790589,-0.06803686966339789,-0.024783163916149306,-0.001318018150403541,0.08370384458538754
IW: Mn 259.4 nm ICPAES ,169,-0.2931307949873087,-0.232238217251715,0.015230769230769232,0.015230769230769232,-0.3229831026796164,-0.26327848729500103,-0.2620905249440227,-0.2023859095594073
IW: Na (mM) 589 nm ICPAES ,182,0.785211470590639,0.8137968942477372,0.028216211619132084,0.024902287120791247,0.7299076958171401,0.8405152453641379,0.7649884114909863,0.862605377004488
IW: Na (mM) 589.6 nm ICPAES ,186,0.8642973334934445,0.7595980634821565,0.018500927087505704,0.030725814885709933,0.8280355164019333,0.9005591505849557,0.6993754663061651,0.819820660658148
IW: Na (mM) IC ,1650,0.1454854210896156,0.3159706477318315,0.01604786409959452,0.01893154821453166,0.11403160745441035,0.17693923472482084,0.27886481323134943,0.3530764822323135
IW: Na (mM) ICPAES ,278,-0.0225250654578859,0.0121195050261713,0.01187525084930053,0.013045311384655785,-0.045800557122514934,0.0007504262067431385,-0.013449305287754038,0.03768831534009664
IW: Na 589 nm ICPAES ,144,0.0393833164348819,0.0148961245330192,0.03177276547272823,0.020038602225390147,-0.02289130389166543,0.10165793676142923,-0.024379535828745483,0.054171784894783886
IW: Na 589.6 nm ICPAES ,250,0.0189189121808802,0.0092580079663084,0.017069192487431415,0.012522619534266782,-0.014536705094485371,0.052374529456245766,-0.015286326320854492,0.03380234225347129
IW: Phosphate (uM) SPEC ,1095,0.3091351013087017,0.2948083540841787,0.02321615122988191,0.023141951970369112,0.26363144489813317,0.3546387577192702,0.24945012822225526,0.34016657994610217
IW: Salinity (none) SALINITY,1664,-0.0738190534105032,0.247339059768578,0.004853874344670055,0.01835266199198566,-0.08333264712605651,-0.06430545969494988,0.21136784226428612,0.2833102772728699
IW: Si (uM) 251.6 nm ICPAES ,184,0.5784180452730352,0.678464518626704,0.047274181044839964,0.03904932746983802,0.4857606504251489,0.6710754401209216,0.6019278367858215,0.7550012004675865
IW: Si (uM) 288.2 nm ICPAES ,468,0.4557186252455634,0.5356778888895044,0.033968700389031554,0.03141798258877748,0.38913997248306154,0.5222972780080652,0.47409864301550053,0.5972571347635083
IW: Si (uM) ICPAES ,334,0.0839057012147005,0.0497998021837183,0.02903973695987899,0.023205219862107974,0.02698781677333769,0.14082358565606332,0.004317571253986671,0.09528203311344993
IW: Si 250.7 nm ICPAES ,225,0.2444906222587367,0.4346280820795937,0.04980921519240058,0.04969719322631075,0.14686456048163155,0.34211668403584183,0.33722158335602465,0.5320345808031628
IW: Si 288.158 nm ICPAES ,103,0.2977721513276623,0.30550221547359,0.07551469474298657,0.07564660294907002,0.14976334963140867,0.44578095302391596,0.15723487369341277,0.4537695572537673
IW: Si 288.2 nm ICPAES ,254,0.4533303312979263,0.4035929150354114,0.046189738599146185,0.047547501212909356,0.3627984436435998,0.5438622189522528,0.31039981265810906,0.4967860174127137
IW: Silica (uM) SPEC ,429,0.483991517846533,0.5344668889688209,0.03466387144955442,0.03286338750348765,0.41605032980540635,0.5519327058876596,0.4700546494619851,0.5988791284756567
IW: Sr (uM) 407.8 nm ICPAES ,222,0.6651353940835457,0.5411720436060581,0.0366587611488938,0.045307599898020585,0.5932842222317138,0.7369865659353776,0.45236914780593773,0.6299749394061784
IW: Sr (uM) 421.6 nm ICPAES ,443,0.7296732861442259,0.6708747342256692,0.021942258188903243,0.02561592679711013,0.6866664600939756,0.7726801121944762,0.6206675177033334,0.7210819507480051
IW: Sr (uM) 460.7 nm ICPAES ,141,0.6220844905868431,0.8261876686505418,0.050204175808746095,0.026609724516549263,0.5236843060017008,0.7204846751719854,0.7740326085981053,0.8783427287029784
IW: Sr (uM) ICPAES ,334,-0.0065339112606419,-0.0042779943282742,0.01083407797225874,0.01083407797225874,-0.02776870408626903,0.014700881564985228,-0.025512787153901328,0.01695679849735293
IW: Sr 407.8 nm ICPAES ,285,0.4911507992854921,0.5697736186844596,0.04224779915964452,0.03847297512963955,0.40834511293258885,0.5739564856383954,0.4943665874303661,0.6451806499385532
IW: Sr 421.552 nm ICPAES ,103,0.4317327497701795,0.4937349689445928,0.07358198648967187,0.07010294415114915,0.28751205625042264,0.5759534432899364,0.35633319840834043,0.6311367394808451
IW: Sr 421.6 nm ICPAES ,248,-0.0209329687859756,0.0888770053108368,0.01257301257301886,0.03449656632731184,-0.04557607342909256,0.0037101358571413647,0.0212637353093056,0.15649027531236798
IW: Sr 460.7 nm ICPAES ,178,0.3738208637330283,0.4611708260045859,0.05739186741400833,0.05485320516319776,0.26133280360157196,0.48630892386448465,0.3536585438847183,0.5686831081244536
IW: Sulfate (mM) IC ,1748,0.3415780825651605,0.5856289195781661,0.018408082787320566,0.01516910567082981,0.30549824030201217,0.3776579248283088,0.5558974724633396,0.6153603666929925
IW: pH (none) ALKALINITY,1710,0.4735003361543778,0.55527456344332,0.017522262594736084,0.016027943404477905,0.43915670146869507,0.5078439708400605,0.5238597943705433,0.5866893325160968
JR6A: Azimuth,26462,-0.0714474132292002,-0.1324964319695212,0.0012171773375934522,0.0012171773375934522,-0.07383308081088337,-0.06906174564751703,-0.13488209955120437,-0.13011076438783806
JR6A: Declination (deg),26462,0.3436612778794926,0.3407279722741915,0.004730553849772056,0.004731373214612995,0.33438939233393933,0.3529331634250458,0.33145448077355,0.350001463774833
JR6A: Declination (geographic) (deg),23489,0.6879681624276764,0.6950544039294841,0.0033773868700392386,0.003317641823006709,0.6813484841623996,0.6945878406929533,0.688551825956391,0.7015569819025773
JR6A: Dip,26462,0.9172486188986596,0.9207046796052262,0.0009744003855961908,0.0009354625302245928,0.9153387941428911,0.9191584436544281,0.918871173045986,0.9225381861644664
JR6A: Inclination (deg),26462,0.5818018392840296,0.5802445425820394,0.0039218260458770875,0.003931158429190647,0.5741150602341105,0.5894886183339487,0.5725394720608257,0.5879496131032531
JR6A: Inclination (geographic) (deg),23489,0.6128110576120136,0.6153997783061125,0.0039553413928386785,0.003937185977607936,0.6050585884820497,0.6205635267419775,0.607682893790001,0.623116662822224
JR6A: Intensity X (A/m),15394,0.2425855511829615,0.2423662257382365,0.0060134029349322,0.006012424434949147,0.23079928143049439,0.2543718209354286,0.23058187384573617,0.25415057763073684
JR6A: Intensity Y (A/m),15394,-0.1080950500890789,-0.1080958573815,0.001595840377052007,0.001595840377052007,-0.11122289722810083,-0.10496720295005696,-0.11122370452052194,-0.10496801024247807
JR6A: Intensity Z (A/m),15394,0.1545564407500111,0.1544812939861445,0.005357749796270523,0.005356923249001523,0.14405525114932088,0.1650576303507013,0.1439817244181015,0.16498086355418748
JR6A: Raw data .csv file,8554,0.9945899788334688,0.994673333832011,0.00021516071063396882,0.00021516071063396882,0.9941682638406262,0.9950116938263114,0.9942516188391683,0.9950950488248536
JR6A: Raw data .dat file,17899,0.9968006711077294,0.997176286314082,0.00014874186032675697,0.00014874186032675697,0.9965091370614889,0.9970922051539699,0.9968847522678415,0.9974678203603224
JR6A: Raw data .jr6 file,26459,0.996104132540356,0.9973628411860482,0.0001223378601410293,0.0001223378601410293,0.9958643503344796,0.9963439147462324,0.9971230589801718,0.9976026233919246
JR6A: Raw data .jr6odp file,17905,0.9964140202184262,0.9968417120230886,0.00014871693639656943,0.00014871693639656943,0.9961225350230889,0.9967055054137635,0.9965502268277513,0.9971331972184259
JR6A: Raw data .txt file,26457,0.996590839448255,0.9969689575995964,0.00012234248407980597,0.00012234248407980597,0.9963510481794585,0.9968306307170515,0.9967291663307999,0.9972087488683928
JR6A: Sample volume (cm^3),4911,0.9999994959121123,0.9999995101991684,0.00028396356895056535,0.00028396356895056535,0.9994429273169693,1.0005560645072555,0.9994429416040254,1.0005560787943115
JR6A: Total intensity (A/m),26462,0.2170757867383702,0.2175313283187993,0.004484810317453864,0.004486901414506315,0.20828555851616062,0.22586601496057976,0.2087370015463669,0.22632565509123168
JR6A: Treatment value (mT or deg-C),26462,0.1264171197673381,0.1200337977306635,0.0038187895307385113,0.0037483180015128533,0.11893229228709062,0.13390194724758558,0.11268709444769831,0.1273805010136287
KAPPA: Bulk susceptibility (SI),273,0.9995587485269416,0.99955870044947,0.0012043875831929908,0.0012043875831929908,0.9971981488638834,1.00191934819,0.9971981007864118,1.0019193001125284
KAPPA: Holder susceptibility (SI),1090,0.3918330185985382,0.4327050460422299,0.02306163527431716,0.022605891934592025,0.3466322134608766,0.4370338237361998,0.38839749785042954,0.4770125942340303
KAPPA: Kint dec (deg),1069,-0.103357904474278,-0.080293045677362,0.0060558671270454995,0.0060558671270454995,-0.11522740404328718,-0.09148840490526883,-0.09216254524637117,-0.06842354610835281
KAPPA: Kint inc (deg),1069,-0.065377391231705,-0.0835481550245409,0.0060558671270454995,0.0060558671270454995,-0.07724689080071417,-0.05350789166269582,-0.09541765459355007,-0.07167865545553172
KAPPA: Kint susc (SI),1069,-1.175769115452042,-1.267503434900647,0.0060558671270454995,0.0060558671270454995,-1.1876386150210512,-1.1638996158830328,-1.2793729344696563,-1.255633935331638
KAPPA: Kmax dec (deg),1069,-0.0673780659758485,-0.0637001576766369,0.0060558671270454995,0.0060558671270454995,-0.07924756554485768,-0.05550856640683932,-0.07556965724564609,-0.05183065810762773
KAPPA: Kmax inc (deg),1069,0.2257757494128178,0.2779652602266583,0.022503318119930376,0.023285978787411142,0.18166924589775427,0.26988225292788137,0.23232474180333246,0.32360577864998413
KAPPA: Kmax susc (SI),1069,-42.78514481019222,-42.65727816320921,0.0060558671270454995,0.0060558671270454995,-42.79701430976123,-42.77327531062321,-42.66914766277822,-42.645408663640204
KAPPA: Kmin dec (deg),1069,-0.17577217038798,-0.1693819153429985,0.0060558671270454995,0.0060558671270454995,-0.18764166995698917,-0.1639026708189708,-0.1812514149120077,-0.15751241577398933
KAPPA: Kmin inc (deg),1069,0.3291335115224748,0.3369218166246043,0.023543080792345142,0.023543468715545704,0.2829890731694783,0.37527794987547125,0.2907766179421347,0.3830670153070739
KAPPA: Kmin susc (SI),1069,-0.9608162876525064,-1.0364801023894628,0.0060558671270454995,0.0060558671270454995,-0.9726857872215156,-0.9489467880834972,-1.048349601958472,-1.0246106028204536
KAPPA: Mean susceptibility (SI),1069,0.7720797621911877,0.750529506729803,0.01225053673247481,0.013220388397179657,0.748068710195537,0.7960908141868384,0.7246175454713308,0.7764414679882752
KAPPA: Measurement field (A/m),1342,0.5005965310746551,0.5031837243831853,0.019290754333074846,0.019240344560082716,0.4627866525818284,0.5384064095674818,0.4654726490454231,0.5408947997209473
KAPPA: Original binary ASMAN file,1069,0.6663226863181625,0.8329300417148578,0.01666134754342329,0.009327038520110093,0.6336664451330528,0.6989789275032722,0.8146490462154421,0.8512110372142736
KAPPA: Original data ASMAN file,1102,0.7404617507721434,0.8695078751407714,0.013455253483967377,0.00733095006454167,0.7140894539435674,0.7668340476007194,0.8551392130142698,0.8838765372672731
KAPPA: Sample volume (cc),1069,0.1733174021652281,0.3001018689107014,0.021052371444626315,0.023453643900204123,0.1320547541337605,0.21458005019669568,0.25413272686630134,0.34607101095510145
MAD: Bulk density (g/cm^3),12113,0.6957997106573784,0.7489983966335971,0.004611114237823666,0.003947490347812034,0.686761926751244,0.7048374945635129,0.7412613155518856,0.7567354777153087
MAD: Container number,12113,0.6703530054323994,0.7513170863432667,0.004904616310239173,0.003917073465759143,0.6607399574643306,0.6799660534004682,0.7436396223503787,0.7589945503361546
MAD: Dry density (g/cm^3),12113,0.7011711736295667,0.7540168132729927,0.004547143424614483,0.0038815043353284313,0.6922587725173224,0.710083574741811,0.746409064775749,0.7616245617702365
MAD: Grain density (g/cm^3),12113,0.2394632600409708,0.27181887655285,0.006763068421173035,0.006898955763229996,0.22620764593547166,0.25271887414646993,0.25829692325691916,0.2853408298487808
MAD: Mass dried sample (g),12113,0.5173382136715381,0.5736012321371681,0.00630861947806719,0.005868473068943796,0.5049733194945264,0.5297031078485498,0.5620990249220382,0.5851034393522979
MAD: Mass porewater (g),12113,0.5447095617093991,0.6282140304462758,0.006106258225931444,0.005354894873293383,0.5327412955865735,0.5566778278322247,0.6177184364946208,0.6387096243979308
MAD: Mass salt (g),12113,0.5424730583746161,0.6297818879708552,0.006123643462800887,0.005338962642639362,0.5304707171875264,0.5544753995617059,0.619317521191282,0.6402462547504284
MAD: Mass solids (g),12113,0.5259515119393651,0.5789645486552678,0.006247406380134996,0.005821686140980455,0.5137065954343005,0.5381964284444296,0.5675540438189461,0.5903750534915895
MAD: Mass wet sample (g),12113,0.3461250041350757,0.4209247701300819,0.006990614513720043,0.006827180215833129,0.3324233996881844,0.35982660858196697,0.40754349690704894,0.43430604335311485
MAD: Moisture dry (wt%),12113,0.6033324770982396,0.6911347491340212,0.005598982796611843,0.004666105479750311,0.5923584708168803,0.6143064833795988,0.6819891823937105,0.7002803158743318
MAD: Moisture wet (wt%),12113,0.6818072076044016,0.762593219135164,0.004774471100823664,0.0037674172841354932,0.6724492442467872,0.691165170962016,0.7552090812582584,0.7699773570120696
MAD: Porosity (vol%),12112,0.6892643265915863,0.7537452983537009,0.004688199453987927,0.003885249415039873,0.68007545566177,0.6984531975214027,0.7461302095002227,0.761360387207179
MAD: Void ratio,12113,0.658557546669333,0.7382433886186912,0.005035220813134824,0.004086971224942242,0.6486885138755887,0.6684265794630773,0.7302329250178045,0.746253852219578
MAD: Vol dried sample (cm^3),12113,0.4788319501869666,0.5403800491619609,0.006553502675384491,0.0061397779137428435,0.465987084943213,0.4916768154307202,0.5283460844510249,0.5524140138728969
MAD: Vol porewater (cm^3),12113,0.5410544062293114,0.6248494760920327,0.006134593792148809,0.0053888661839961195,0.5290306023966997,0.5530782100619231,0.6142872983714003,0.6354116538126651
MAD: Vol salt (cm^3),12113,0.5419060521420518,0.6296785649540608,0.006128027306246581,0.005340014577507487,0.5298951186218085,0.5539169856622951,0.6192121363821461,0.6401449935259755
MAD: Vol solids (cm^3),12113,0.4883469829222613,0.5461175627250081,0.0064974647328861265,0.006095236861537875,0.4756119520458045,0.5010820137987181,0.5341708984763939,0.5580642269736223
MAD: Vol wet sample (cm^3),12113,0.3223469891669006,0.4151635945580364,0.006991547593332213,0.006847754278859107,0.3086435558839694,0.33605042244983174,0.40174199617147255,0.4285851929446003
PEN: Compressional strength (kg/cm^2),1731,0.5688195513383737,0.5722921696384695,0.015632476321821735,0.015553837770610073,0.5381798977476031,0.5994592049291443,0.5418066476080737,0.6027776916688653
PWB: Caliper separation (mm),1896,0.7483935683456175,0.7681683235644239,0.0099976422222621,0.009332796627122324,0.7287981895899839,0.7679889471012512,0.7498760421752642,0.7864606049535836
PWB: P-wave velocity y (m/s),342,-0.1455940170650826,0.0829028225170053,0.010706613794630329,0.02855728776781442,-0.16657898010255803,-0.12460905402760715,0.02693053849208904,0.13887510654192156
PWB: P-wave velocity y [manual] (m/s),314,0.2751429016610517,0.2065928158042844,0.04291377544582072,0.04070229595039625,0.1910319017872431,0.3592539015348603,0.12681631574150776,0.28636931586706105
PWB: P-wave velocity z (m/s),1462,0.3600167462131733,0.3035703949948304,0.02008566757562859,0.020070733378796113,0.32064883776494124,0.3993846546614054,0.26423175757239004,0.3429090324172708
PWB: P-wave velocity z [manual] (m/s),1139,0.2421924070944532,0.3838085480777581,0.02210076709264888,0.02262252747946059,0.1988749035928614,0.285509910596045,0.33946839421801533,0.4281487019375009
PWB: Sonic traveltime (microsecond),1896,-616.0624573808276,-346.98063911299266,0.004547220600528791,0.004547220600528791,-616.0713699332047,-616.0535448284505,-346.9895516653697,-346.97172656061565
PWB: Sonic traveltime [manual] (microsecond),1455,-0.154026234570838,-0.0696652632885663,0.005190792800421455,0.005190792800421455,-0.16420018845966405,-0.14385228068201195,-0.07983921717739235,-0.05949130939974025
PWC: Caliper separation (mm),12386,0.3219775039733422,0.3771730291072153,0.006913871857278985,0.006873883757741041,0.3084263151330754,0.335528692813609,0.36370021694204285,0.3906458412723877
PWC: P-wave velocity x (m/s),9290,-0.0004119725575602,-5.436800810376674e-05,0.002054269098371802,0.002054269098371802,-0.004438339990368932,0.003614394875248532,-0.004080735440912499,0.003971999424704965
PWC: P-wave velocity x [manual] (m/s),6494,-0.1705369982217859,-1.9784434803068465,0.002457022016843452,0.002457022016843452,-0.17535276137479905,-0.16572123506877273,-1.9832592434598597,-1.9736277171538332
PWC: Sonic traveltime (microsecond),12372,-0.2407348362848271,-0.2856512986336414,0.0017801034200930473,0.0017801034200930473,-0.24422383898820946,-0.23724583358144472,-0.2891403013370238,-0.28216229593025904
PWC: Sonic traveltime [manual] (microsecond),6508,0.7116194757033982,0.755642760322203,0.006031093526682927,0.005266107217031726,0.6997985323910997,0.7234404190156968,0.7453211901768209,0.7659643304675852
SRMD: Declination background & drift corrected (deg),18823,0.474685386250699,0.4730697553982442,0.005276038888835682,0.005283251597441038,0.46434435002858104,0.48502642247281696,0.46271458226725976,0.48342492852922864
SRMD: Declination raw (deg),18823,0.4751181223521609,0.4811503630646929,0.005274095031339353,0.005246473706090961,0.46478089609073575,0.485455348613586,0.4708672746007546,0.49143345152863116
SRMD: Demag level (mT),10927,0.2764181884584419,0.2742466175105212,0.0072786439241826085,0.007271754906633593,0.262152046367044,0.29068433054983983,0.25999397789351936,0.28849925712752306
SRMD: Inclination background & drift corrected (deg),18823,0.430352933430826,0.4281232398510401,0.005447582595061391,0.0054547195212490615,0.41967567154450564,0.4410301953171463,0.417431989589392,0.43881449011268825
SRMD: Inclination raw (deg),18823,0.420036400165226,0.4206170155748604,0.005479359246833805,0.005477655684868516,0.40929685604143173,0.4307759442890202,0.4098808104325181,0.4313532207172027
SRMD: Intensity background & drift corrected (A/m),18823,0.4655723102246483,0.4642078439508019,0.005315793450174416,0.005321550197692107,0.4551533550623064,0.47599126538699016,0.45377760556332536,0.4746380823382784
SRMD: Intensity raw (A/m),18823,0.451999631322809,0.4495290359175332,0.005370756534259023,0.0053802055108173085,0.4414729485156613,0.4625263141299567,0.43898383311633127,0.4600742387187351
SRMD: Magnetic moment x (Am^2),18823,0.3844560298579002,0.3834702609062415,0.005563754957765628,0.005565516174075341,0.37355107014067956,0.3953609895751208,0.3725618492050538,0.39437867260742915
SRMD: Magnetic moment y (Am^2),18823,0.5186309699340028,0.5187674872086945,0.005053507837628245,0.005052739527651293,0.5087260945722515,0.5285358452957541,0.5088641177344979,0.528670856682891
SRMD: Magnetic moment z (Am^2),18823,0.2989145764602819,0.3006997835246445,0.0055876611188777625,0.005590051319534459,0.2879627606672815,0.30986639225328233,0.28974328293835694,0.31165628411093205
SRMD: Raw data,18702,0.9783930807144604,0.9911558514177812,0.00031256151643422854,0.0001455135937542478,0.9777804601422493,0.9790057012866715,0.9908706447740229,0.9914410580615395
SRMD: Sample length (cm),10927,0.9971750524740112,0.9972193383303456,0.0001903693913702468,0.0001903693913702468,0.9968019284669255,0.9975481764810968,0.9968462143232599,0.9975924623374313
SRMD: Sample volume (cm^3),9628,0.9847456511588633,0.9876076478299948,0.0003085443970821355,0.00025101976802429136,0.9841409041405823,0.9853503981771442,0.9871156490846672,0.9880996465753223
SRMD: Treatment Value (mT or deg-C),9908,0.3699468785194549,0.3677647530169902,0.00769987806705171,0.007703724665658152,0.35485511750803356,0.38503863953087625,0.3526654526723002,0.38286405336168017
TCON: Calculated TCON value (W/(m*K)),5674,-0.000881834183926,-0.0008818341806691,0.002628575916730887,0.002628575916730887,-0.006033842980718539,0.004270174612866539,-0.006033842977461639,0.004270174616123439
TCON: Conductivity std dev (W/(m*K)),15061,0.9991375519773726,0.9993264697956282,0.00016215139477978186,0.00016215139477978186,0.9988197352436042,0.999455368711141,0.9990086530618598,0.9996442865293966
TCON: Measurements (no),15084,0.8091587004151255,0.8463567577109498,0.002795509376275591,0.002301770025714911,0.8036795020376254,0.8146378987926256,0.8418452884605485,0.850868226961351
TCON: Thermal conductivity mean (W/(m*K)),15084,0.998612990313478,0.9988192081324676,0.0001620277238424219,0.0001620277238424219,0.9982954159747469,0.9989305646522092,0.9985016337937365,0.9991367824711987
TCON: Thermal conductivity observations (W/(m*K)),15327,-2.966030279203926e+16,-2.965203043151777e+16,0.0015993245785197664,0.0015993245785197664,-2.966030279203926e+16,-2.966030279203926e+16,-2.965203043151777e+16,-2.965203043151777e+16
TOR: Adapter foot identifier,521,0.3235820490227901,0.3226443989203456,0.033714635513470204,0.03371241973515799,0.2575013634163885,0.38966273462919165,0.2565680562394359,0.38872074160125525
TOR: Torvane shear strength (kg/cm^2),522,0.7075304700000307,0.6815557134706871,0.021535152183879563,0.023013299358657258,0.6653215717196267,0.7497393682804346,0.6364496467277189,0.7266617802136554
